Time,OsOrderNumberUser,OrderNumberMarket
2025-06-11 11:35:06,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:35:19,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:35:34,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:35:48,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:36:02,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:36:16,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:36:30,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:36:44,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:36:58,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:37:12,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:37:26,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:37:33,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:37:47,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:38:01,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:38:15,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:38:29,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:38:43,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:38:57,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:39:11,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:39:25,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:39:39,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:39:53,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:40:07,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:40:21,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:40:36,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:40:49,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:41:03,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:41:17,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:41:31,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:41:46,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:41:59,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:42:13,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:42:27,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:42:44,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:42:56,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:43:09,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:43:18,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:43:31,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:43:44,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:43:58,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:44:13,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:44:26,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:44:40,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:44:55,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:45:08,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:45:22,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:45:37,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:45:52,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:46:04,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:46:18,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:46:32,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:46:46,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:47:01,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:47:14,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:47:28,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:47:43,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:47:57,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:48:11,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:48:25,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:48:40,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:48:54,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:49:01,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:49:15,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:49:27,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:49:41,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:49:55,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:50:09,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:50:23,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:50:38,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:50:51,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:51:06,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:51:19,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:51:34,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:51:48,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:52:02,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:52:16,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:52:30,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:52:43,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:52:58,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:53:12,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:53:26,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:53:41,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:53:54,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:54:08,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:54:24,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:54:31,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:54:45,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:54:59,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:55:06,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:55:20,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:55:34,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:55:48,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:56:02,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:56:16,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:56:30,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:56:44,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 11:56:59,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:33:18,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:33:32,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:33:40,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:33:46,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:34:01,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:34:15,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:34:30,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:34:43,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:34:57,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:35:11,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:35:25,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:35:41,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:35:59,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:36:08,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:36:21,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:36:35,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:36:49,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:37:04,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:37:17,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:37:31,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:37:45,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:37:59,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:38:13,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:38:27,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:38:41,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:38:55,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:39:09,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:39:23,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:39:30,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:39:44,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:39:59,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:40:12,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:40:26,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:40:42,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:40:54,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:41:08,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:41:23,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:41:37,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:41:50,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:42:04,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:42:18,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:42:32,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:42:46,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:43:00,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:43:14,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:43:28,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:43:43,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:43:57,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:44:10,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:44:24,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:44:38,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:44:52,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:45:07,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:45:13,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:45:28,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:45:42,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:45:56,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
2025-06-11 14:46:10,a1975e4f4e4bU3283712985cz9d2kOUZ,cshANLX2if7MJZaPkp5EMWUZLYNwIhJv
